供应商ID,材料分类,有效周数,供货量均值,CV,平均满足率,OFV,OFR,缺货周数,SRI,CA,PCI,综合得分
S180,B,59,0.8813559322033898,37.004910420449136,0.0,0.0,85.24590163934425,9,2.25062517365935,21.666666666666668,1.3396610169491525,0.6339335243414681
S181,A,58,0.6206896551724138,202.05785578563143,0.0,0.0,4.655172413793104,47,77.26218787158145,6.666666666666667,1.036551724137931,0.37297494077226834
S182,C,48,3.1875,197.64083401339846,0.9928571428571429,0.7629048495872925,59.798994974874375,22,18.425460636515915,11.25,4.430625,0.5011371393173488
S183,C,82,0.34146341463414637,284.4925377426306,0.0007954545454545455,0.0026382242650554322,0.2501705708437571,70,85.15229341513337,6.25,0.4746341463414634,0.3482335430434724
S184,A,53,1.3773584905660377,209.8566099934495,0.9,1.2727922061357855,9.710391822827939,31,52.81090289608177,10.833333333333334,2.3001886792452826,0.3085174289947721
S185,A,83,0.7710843373493976,201.85343084954414,0.0,0.0,10.441767068273093,63,67.97793583974452,10.833333333333334,1.287710843373494,0.3942770952455487
S186,C,132,2.856060606060606,68.83129653273609,0.18644295012716067,0.4039798541165188,11.498257839721255,27,18.102629078238834,50.83333333333333,3.969924242424242,0.49885608022939726
S187,A,84,0.8809523809523809,207.29987215318863,0.30303030303030304,0.524863881081478,38.125,60,44.19642857142858,10.833333333333334,1.4711904761904762,0.42691834645499366
S188,B,26,1.9615384615384615,90.60266415943514,0.0,0.0,92.85714285714286,3,0.8241758241758242,9.583333333333334,2.9815384615384612,0.6250708955858321
S189,A,159,55.924528301886795,45.80431012135699,1.0528841342510407,0.1371996206208214,95.676670116132,21,0.5710058337184152,62.916666666666664,93.39396226415094,0.691941900323556
S190,B,21,2.2857142857142856,284.25478228167066,0.85,0.7399324293474372,50.66666666666667,18,42.285714285714285,1.25,3.474285714285714,0.41707479851503976
S191,B,133,2.6390977443609023,65.02072499431851,0.0029444444444444444,0.002821872244266732,5.816937553464499,33,23.368729779967452,49.583333333333336,4.011428571428572,0.5077450322790411
S192,C,68,0.4411764705882353,222.85349804757342,0.0016666666666666668,0.004082482904638631,2.898550724637681,56,79.96589940323955,6.666666666666667,0.613235294117647,0.36474080822615906
S193,B,30,3.3666666666666667,95.37010628542781,1.5,0.0,92.85714285714286,6,1.4285714285714286,10.416666666666668,5.117333333333334,0.6253424900111785
S194,C,240,422.3541666666667,13.809698633750541,1.0019603398042958,0.044143622279554144,99.01163937660287,8,0.032945354113237325,100.0,587.0722916666666,0.7631112177653939
S195,A,41,0.8780487804878049,155.3135518321439,0.0,0.0,1.9230769230769231,27,64.58724202626641,7.083333333333333,1.4663414634146341,0.39410220887785946
S196,A,48,0.8333333333333334,164.82098606308756,0.0,0.0,52.54237288135594,28,27.683615819209038,8.333333333333332,1.3916666666666666,0.5288049782554572
S197,B,125,2.832,65.86765730601775,0.7355555555555556,0.6312362943139909,45.31516183986371,19,8.312095400340715,49.583333333333336,4.30464,0.5562503968781295
S198,A,87,0.6206896551724138,218.70931392273783,0.0,0.0,10.10752688172043,74,76.4602644914102,9.166666666666666,1.036551724137931,0.3786976075538179
S199,B,48,2.7083333333333335,188.72672481313606,0.49024999999999996,0.6434762902478313,7.087126137841353,21,40.64938231469441,12.5,4.116666666666667,0.38001639655591835
S200,B,73,0.8904109589041096,172.1253996035787,0.0032196969696969696,0.006296153216318954,5.263157894736842,49,63.59048305695746,12.5,1.3534246575342466,0.39952347107384834
S201,A,49,1673.2448979591836,276.6574765735204,0.657017969186086,0.48108241550484,23.475834458945968,23,35.9195062743723,11.666666666666666,2794.3189795918365,0.5169659987516357
S202,B,133,3.007518796992481,57.371579253674064,0.003409090909090909,0.004821182598999187,26.041666666666668,17,9.453320802005011,52.916666666666664,4.571428571428571,0.5647312991928348
S203,A,28,1.2857142857142858,84.29486427215586,0.0,0.0,85.29411764705883,5,2.6260504201680672,9.583333333333334,2.1471428571428572,0.6162271740594263
S204,A,27,3.0,266.1854632670628,1.0083333333333333,0.7485170524295207,56.30252100840336,23,37.22377840024899,2.083333333333333,5.01,0.4415831873916977
S205,A,71,0.8450704225352113,165.72447970834955,0.0,0.0,13.872832369942195,50,60.65293495074493,12.5,1.4112676056338027,0.41572130626075954
S206,C,15,2.066666666666667,71.92484060876193,0.0,0.0,95.65217391304348,1,0.2898550724637681,5.833333333333333,2.872666666666667,0.6246194430537
S207,C,91,1.6923076923076923,185.54760984400903,0.43333333333333335,0.6439893028787219,22.12230215827338,54,46.21313937860701,18.333333333333332,2.352307692307692,0.3937946315251623
S208,A,126,69.5,193.0644672514526,0.9430651660444475,0.4099668114438165,57.01907576571735,55,18.76151454671068,37.5,116.065,0.5571634086538976
S209,A,73,2.232876712328767,271.44710830073666,0.6559999999999999,0.6129274019000945,52.0,44,28.931506849315063,15.416666666666668,3.728904109589041,0.47342801040401095
S210,C,139,112.90647482014388,181.9151313090647,0.8315675611788987,0.47287660764036865,44.54238071843481,43,17.15595416623959,49.166666666666664,156.94,0.5472217044908917
S211,A,62,0.9354838709677419,46.89954434637365,0.0,0.0,17.24137931034483,10,13.348164627363737,22.5,1.5622580645161288,0.5190996340729936
S212,C,68,0.45588235294117646,274.4293641705493,0.0,0.0,2.7411167512690358,62,88.6772170797253,4.166666666666666,0.6336764705882353,0.3474546075133248
S213,C,166,1.4819277108433735,47.98806144349947,0.0,0.0,96.2566844919786,7,0.15785065395270922,67.91666666666667,2.059879518072289,0.6959097606782771
S214,B,93,0.5591397849462365,89.27663594554012,0.0,0.0,9.576427255985267,51,49.587120537040335,21.666666666666668,0.8498924731182795,0.44478874967470666
S215,B,76,0.6578947368421053,304.5594851584826,0.05,0.18027756377319948,3.6783575705731395,66,83.64774210976543,5.833333333333333,1.0,0.3274076509077655
S216,B,148,2.8716216216216215,69.44307864548361,0.0,0.0,88.18897637795276,42,3.351776973824218,53.75,4.364864864864865,0.6713923871282297
S217,A,43,3.2325581395348837,136.82923322096156,0.7214285714285714,0.6230684438440819,61.13989637305699,27,24.40053018435956,8.333333333333332,5.398372093023256,0.5072622130936025
S218,C,240,64.5125,56.03452035687898,1.0981413967976468,0.15713731975960463,98.16146540027137,12,0.09192672998643149,100.0,89.672375,0.7173879198631633
S219,A,36,1.0,89.44271909999159,0.0,0.0,8.259587020648967,12,30.580137659783674,10.416666666666668,1.67,0.46591145386611216
S220,C,62,1.1290322580645162,153.39669270517942,0.0,0.0,8.828250401284109,38,55.879459431471034,11.666666666666666,1.5693548387096774,0.41820224434986275
S221,A,126,3.111111111111111,58.527858358918564,0.0,0.0,98.98305084745763,3,0.024213075060532684,51.24999999999999,5.195555555555555,0.6815064523598272
S222,B,39,0.8205128205128205,167.46127056175675,0.0,0.0,2.052545155993432,24,60.27535682708096,6.25,1.2471794871794872,0.3985242909319012
S223,C,37,0.7567567567567568,144.10172144165722,0.0,0.0,9.01639344262295,23,56.557377049180324,7.083333333333333,1.0518918918918918,0.4154525515365122
S224,B,110,0.9818181818181818,51.588452875300284,0.05,0.05773502691896258,32.6530612244898,24,14.693877551020407,39.58333333333333,1.4923636363636363,0.554193954271576
S225,B,16,2.0,91.2870929175277,0.0,0.0,89.28571428571429,3,2.008928571428571,5.833333333333333,3.04,0.6160443190378487
S226,A,59,3.389830508474576,214.97391581947477,1.115,0.5569816616627261,65.06024096385542,33,19.54257708801307,14.166666666666666,5.6610169491525415,0.5252765554769057
S227,A,39,6.512820512820513,229.23146160346928,0.8116666666666666,0.6396309699958077,50.45871559633027,12,15.24347212420607,12.5,10.876410256410256,0.4980801839183034
S228,C,57,2.6491228070175437,272.7200069147549,0.3535714285714286,0.589153331783542,3.345435684647303,44,74.61054087500911,6.25,3.6822807017543853,0.293897087668932
S229,A,240,1478.6958333333334,31.682662307621325,0.9944260545209255,0.06853797600504533,98.32113036108757,3,0.02098587048640538,100.0,2469.4220416666667,0.9528638813780684
S230,B,34,1.5294117647058822,85.53222294501066,0.0,0.0,2.269861286254729,11,31.61857428974112,10.416666666666668,2.324705882352941,0.45719017240938586
S231,C,78,0.3974358974358974,230.60612077707066,0.0,0.0,0.5706134094151213,67,85.40729360986137,6.666666666666667,0.5524358974358974,0.3561930876322396
S232,B,40,2.975,168.92476765346848,0.9166666666666666,0.7547626558506102,67.3913043478261,17,13.858695652173914,10.833333333333334,4.522,0.525087694262895
S233,B,85,2.1058823529411765,137.4760660188298,0.525,0.6396613687465162,66.9683257918552,37,14.378493478839498,23.75,3.200941176470588,0.5492162628405568
S234,C,101,0.44554455445544555,112.11105605108216,0.0011358542553410237,0.001802174621275369,1.2451577199778638,73,71.37726224199619,18.75,0.6193069306930693,0.3969504254615391
S235,B,38,4.973684210526316,244.88743634125663,0.8630952380952381,0.6785100222842224,52.5974025974026,9,11.226930963773068,12.916666666666668,7.5600000000000005,0.5046698391167441
S236,C,25,1.12,110.31995829077759,0.0,0.0,68.75,10,12.5,6.666666666666667,1.5568,0.579120136241821
S237,A,121,2.7107438016528924,61.44155056581007,0.65,0.7778174593052023,94.0711462450593,7,0.34299153954202466,49.583333333333336,4.52694214876033,0.6269487592319718
S238,B,55,0.5818181818181818,503.4835966148105,0.21363636363636365,0.5119037551585792,1.9490254872563717,53,94.48548453046203,1.25,0.8843636363636364,0.23190803521652562
S239,C,145,2.9655172413793105,60.32363939504636,0.025,0.0,62.59541984732825,2,0.5159252434851277,60.416666666666664,4.122068965517241,0.6465215117540128
S240,B,64,0.765625,443.228472179534,1.2,0.0,41.0,59,54.39062499999999,2.083333333333333,1.16375,0.42485296514170257
S241,C,56,0.5,238.17487845545915,0.0,0.0,3.2835820895522385,48,82.89978678038379,4.583333333333333,0.695,0.35900844881819743
S242,A,65,1.2153846153846153,181.37011598198504,0.22000000000000003,0.49193495504995377,10.96345514950166,40,54.79171990799898,12.083333333333334,2.0296923076923075,0.3699926702457561
S243,A,86,0.7325581395348837,201.3060375632457,0.0,0.0,41.53846153846154,67,45.54561717352416,11.25,1.2233720930232557,0.47817966292925757
S244,C,240,68.35833333333333,52.617493694045635,1.0700741566781165,0.21825040612658084,91.01817540144698,28,1.047879536497853,100.0,95.01808333333332,0.7088539094549582
S245,C,163,2.3680981595092025,374.68347241435305,0.5825396825396826,0.6331506703407852,57.11805555555556,32,8.41854124062713,63.33333333333333,3.2916564417177914,0.5586246236843739
S246,C,72,0.6111111111111112,210.15982411096724,0.0,0.0,0.264569706768575,59,81.72764426806464,7.5,0.8494444444444444,0.36314617161899415
S247,C,240,236.24166666666667,14.054809334234406,1.0139391140666183,0.029745367746397834,99.39642857142857,5,0.01257440476190476,100.0,328.3759166666666,0.7427121250574613
S248,B,85,0.8117647058823529,185.7520005897309,0.0,0.0,10.638297872340425,59,62.027534418022526,12.5,1.2338823529411764,0.4068866926283778
S249,B,60,1.1166666666666667,147.5567582071131,0.0,0.0,14.520547945205479,33,47.01369863013699,12.916666666666668,1.6973333333333334,0.4418839305622706
S250,A,19,1.8421052631578947,105.92000575456753,0.0064,0.0,4.122137404580153,8,40.36962635596625,5.0,3.076315789473684,0.439315337264692
S251,A,54,0.6666666666666666,401.6475503684557,0.45,0.7148426400264607,1.2937230474365118,49,89.56680686436317,2.5,1.1133333333333333,0.2265363806187723
S252,C,59,0.8135593220338984,170.00385602455722,0.0,0.0,2.774018944519621,40,65.91591935964772,10.0,1.1308474576271186,0.39280808690344016
S253,C,72,3.0972222222222223,91.18621636049514,1.4,0.0,97.19101123595506,5,0.19506866416978777,28.333333333333332,4.305138888888889,0.6520059303877919
S254,A,45,3.577777777777778,193.87349928548764,1.2083333333333333,0.2939671183426247,83.66013071895425,21,7.625272331154684,10.833333333333334,5.974888888888889,0.5877047178953902
S255,A,36,1.0,139.38641048743392,0.0,0.0,58.333333333333336,20,23.148148148148152,7.5,1.67,0.5468804121853829
S256,B,130,3.1615384615384614,81.83986914224452,0.7208333333333334,0.4649522078187774,89.03743315508021,19,1.6022213081036611,51.24999999999999,4.805538461538461,0.6454713193289379
S257,C,51,0.6078431372549019,220.91381494065448,0.022222222222222223,0.03849001794597505,15.333333333333332,41,68.06535947712419,5.416666666666667,0.8449019607843136,0.38982231932179595
S258,B,140,2.9571428571428573,70.82615330969747,0.37083333333333335,0.4677628494582841,53.57142857142857,34,11.275510204081634,52.083333333333336,4.4948571428571436,0.5813124262567135
S259,B,54,1.2407407407407407,137.32781872164293,0.0,0.0,33.54430379746836,26,31.9971870604782,12.5,1.8859259259259258,0.4972971419777269
S260,B,145,1.2689655172413794,63.1631940026156,0.0025,0.0,25.043177892918827,36,18.60996962658567,53.333333333333336,1.9288275862068966,0.5500915456841866
S261,B,65,1.0615384615384615,152.51428462715526,0.0032936507936507935,0.006042961586148835,4.541955350269438,38,55.80624148753479,12.916666666666668,1.6135384615384616,0.41375674140249175
S262,C,56,0.5,250.09089256799126,0.0,0.0,2.863961813842482,46,79.79031708148653,5.416666666666667,0.695,0.3609403092542235
S263,C,152,2.8092105263157894,73.71164336784214,0.35,0.7,69.0677966101695,32,6.512042818911685,55.00000000000001,3.904802631578947,0.5985970565521084
S264,B,10,3.2,272.7496308175524,1.4,0.0,82.75862068965517,5,8.620689655172415,2.083333333333333,4.864000000000001,0.5836876152517637
S265,A,80,1.7625,175.57319278413456,0.6063333333333334,0.6433428323996468,21.62629757785467,31,30.369809688581316,24.583333333333332,2.9433749999999996,0.4350213293862407
S266,A,240,27.1625,12.106907690037927,1.2052430555555556,0.20229103571708065,95.88967971530249,28,0.47953736654804263,100.0,45.361375,0.712202126172711
S267,C,89,0.9213483146067416,107.57612731469605,0.001388888888888889,0.0019641855032959655,10.921985815602838,41,41.03593911865487,25.833333333333336,1.2806741573033706,0.4619466048344554
S268,C,240,540.775,13.108118846000691,1.0035112298404212,0.023233273636644007,99.51379763469119,6,0.012155059132720105,100.0,751.67725,0.7780291808055131
S269,A,155,1.3612903225806452,59.71644581459471,0.0020833333333333333,0.004166666666666667,18.973747016706444,24,12.546000461929324,59.583333333333336,2.2733548387096776,0.5536132744912411
S270,C,64,1.4375,102.11552888976134,0.0,0.0,90.10989010989012,9,1.3907967032967032,24.166666666666668,1.998125,0.6388095086284771
S271,C,62,3.9838709677419355,184.37103583524353,0.8166666666666668,0.6997618642557386,65.42056074766354,18,10.039192041000906,20.416666666666668,5.53758064516129,0.5407407599020528
S272,B,18,1.7777777777777777,99.42389196826711,0.0,0.0,7.621951219512195,4,20.528455284552845,5.833333333333333,2.7022222222222223,0.4767420476764666
S273,A,99,95.79797979797979,97.15885768417468,1.049457461504485,0.29324318533410276,85.16933382954969,13,1.9474612143015566,37.5,159.98262626262624,0.6441704647795292
S274,A,49,1.5714285714285714,110.22141502711035,0.0,0.0,33.5195530726257,20,27.134876296887473,13.333333333333334,2.624285714285714,0.5090413633946165
S275,A,240,660.6375,17.483819469725617,1.0033928880277727,0.017514042267461463,99.63262725260829,1,0.0015307197807988197,100.0,1103.264625,0.8099496045848955
S276,B,78,0.6666666666666666,231.45502494313783,0.0014285714285714286,0.002857142857142857,5.89041095890411,63,76.01159114857745,7.916666666666666,1.0133333333333332,0.37206247175159446
S277,C,82,0.36585365853658536,255.9492405095611,0.0,0.0,1.4209591474245116,70,84.15283975219859,6.666666666666667,0.5085365853658537,0.35467239561706326
S278,A,83,0.7469879518072289,193.70813627683842,0.0,0.0,12.296983758700696,65,68.68308500824644,10.833333333333334,1.247469879518072,0.39651929817342246
S279,C,49,1.816326530612245,122.94175073236475,0.0,0.0,24.647887323943664,15,23.06697326818051,15.0,2.5246938775510204,0.5019108906079679
S280,B,116,1.0948275862068966,154.2459366561152,0.35104166666666664,0.6993083140186134,12.110726643598616,61,46.217635127073144,31.25,1.6641379310344828,0.39101229781297303
S281,A,49,0.7346938775510204,354.47245332269347,1.8,0.0,37.68115942028986,36,45.785270629991125,6.25,1.2269387755102041,0.4488940868283981
S282,A,240,705.5833333333334,54.816849527438315,1.0091801349635758,0.016816472338326005,99.8700535806469,1,0.0005414434139713168,100.0,1178.3241666666668,0.8157088063045213
S283,A,68,0.4411764705882353,239.44102955320585,0.0,0.0,20.155038759689923,62,72.79981760145918,5.833333333333333,0.7367647058823529,0.3909029984961039
S284,C,240,194.15416666666667,83.21933908933484,1.0374771216077572,0.04397803798314615,100.0,0,0.0,100.0,269.87429166666664,0.7349504064008445
S285,A,79,0.4430379746835443,262.49736486679143,0.000125,0.0005590169943749475,0.4379341588643914,65,81.91815543890904,7.916666666666666,0.7398734177215189,0.3559854662906037
S286,B,40,1.675,115.02696788301017,1.1,0.0,81.66666666666667,11,5.041666666666666,12.5,2.5460000000000003,0.6111426803725662
S287,B,60,1.1,446.21017009766285,0.3527777777777778,0.6656747671520197,6.324582338902148,54,84.30787589498806,2.5,1.6720000000000002,0.2326757605888648
S288,A,33,0.9090909090909091,170.33056096895825,0.0,0.0,52.17391304347826,22,31.88405797101449,5.416666666666667,1.518181818181818,0.5177525007336138
S289,A,56,0.7142857142857143,219.68572594007597,0.0,0.0,2.763819095477387,44,76.39985642498206,5.833333333333333,1.1928571428571428,0.3693927878129994
S290,C,73,0.4246575342465753,214.6717036312045,0.0,0.0,0.8707300736771602,55,74.68643624585968,7.916666666666666,0.5902739726027396,0.3716879171550034
S291,A,222,35.96396396396396,293.80467659819084,0.7912851958618984,0.45528853173476075,57.41125798306847,30,5.75523540769345,91.25,60.059819819819815,0.6134288895088732
S292,A,118,77.62711864406779,95.97710914734674,0.9609067513712206,0.3320572253846316,79.85897667691195,40,6.827465533250186,37.5,129.6372881355932,0.6279277546207215
S293,A,67,2.8656716417910446,741.4700978551041,0.11372549019607842,0.3411764705882353,13.666915608663183,59,76.02465640431153,3.3333333333333335,4.785671641791044,0.2627858377888133
S294,C,240,78.50833333333334,16.947542001563185,1.042211248769826,0.08039095846666792,97.9540343371181,24,0.20459656628819045,100.0,109.12658333333333,0.7232902320743567
S295,A,83,0.6746987951807228,69.85861779935412,0.0016666666666666668,0.0025819888974716113,4.545454545454546,34,39.10186199342826,23.333333333333332,1.126746987951807,0.4588974692120676
S296,A,50,1.24,111.17362287386929,0.0,0.0,71.64179104477611,19,10.776119402985074,13.750000000000002,2.0707999999999998,0.5934409033171324
S297,C,74,0.4189189189189189,256.0844274063902,0.0,0.0,0.47044385354878293,62,83.38962812270236,5.833333333333333,0.5822972972972973,0.3542686117280498
S298,B,17,3.0,131.23346456686352,1.15,0.07071067811865474,91.66666666666666,4,1.9607843137254901,5.416666666666667,4.5600000000000005,0.6125646157002838
S299,A,136,0.45588235294117646,109.65352188874071,0.005166666666666667,0.010612419930916956,5.49645390070922,89,61.84423237380059,25.833333333333336,0.7613235294117646,0.4198648534906237
S300,A,11,27.181818181818183,118.71967554121423,1.0427705627705628,0.515337679629242,69.87012987012987,4,10.956316410861865,3.3333333333333335,45.39363636363636,0.5493272431271089
S301,C,40,2.225,121.49014833936049,1.1,0.0,88.09523809523809,10,2.976190476190476,12.916666666666668,3.09275,0.6204358077525732
S302,A,89,0.6629213483146067,188.82492849450603,0.0,0.0,3.149606299212598,72,78.3508802972662,10.416666666666668,1.1070786516853932,0.3741997492405935
S303,B,14,3.857142857142857,150.4381417177384,1.05,0.0,90.56603773584906,5,3.369272237196766,3.75,5.862857142857143,0.6096978221424116
S304,A,100,1.56,73.63696665602333,0.0,0.0,33.91812865497076,17,11.233918128654972,36.666666666666664,2.6052,0.5599522976433995
S305,C,20,1.4,78.24607964359515,0.0,0.0,80.0,5,5.0,6.666666666666667,1.9459999999999997,0.6047880723665032
S306,C,240,525.4,22.089787801796497,1.0045974070563566,0.023833601890258765,99.48360916613622,5,0.010758142372162105,100.0,730.3059999999999,0.7758493005911146
S307,A,172,454.6279069767442,380.74055637645415,1.0536916965554448,0.4126510605488291,76.39018267750507,5,0.6863318989097361,71.25,759.2286046511628,0.6707137418151778
S308,B,240,570.825,95.54900027185384,0.9745200123949475,0.16785672797317597,73.00432686629661,14,1.5747475994660314,100.0,867.6540000000001,0.7438127805758576
S309,A,27,1.3703703703703705,103.49296572249341,0.002,0.00282842712474619,2.638522427440633,11,39.66578715919085,7.5,2.2885185185185186,0.44043137872747273
S310,B,144,2.8194444444444446,73.09237383733188,1.3,0.0,91.8429003021148,27,1.5294561933534745,52.083333333333336,4.285555555555556,0.6745446644323537
S311,B,80,0.8125,175.2578164435255,0.0,0.0,27.956989247311824,55,49.52956989247312,12.916666666666668,1.235,0.453620547310586
S312,A,61,1.2622950819672132,133.27126513948707,0.0,0.0,45.11278195488722,30,26.99371379267842,13.333333333333334,2.108032786885246,0.5259145268579125
S313,C,69,5.565217391304348,185.0375410600846,0.756140350877193,0.6619054640995256,32.482826300294406,37,36.20486125926242,15.833333333333332,7.735652173913043,0.4298066606834576
S314,C,235,7.1063829787234045,87.19399214350204,1.0532738710625362,0.5201471759736804,45.45454545454545,51,11.83752417794971,97.91666666666666,9.877872340425531,0.5995599691018408
S315,B,26,1.2307692307692308,159.72632844963286,0.0,0.0,5.909090909090909,15,54.28321678321678,5.0,1.870769230769231,0.4122192712849717
S316,B,43,1.6046511627906976,115.50383030711566,0.0,0.0,74.28571428571429,18,10.764119601328904,11.666666666666666,2.4390697674418607,0.5942902244437865
S317,A,85,0.3411764705882353,205.037487889156,0.0,0.0,7.717041800643088,68,73.82636655948554,8.75,0.569764705882353,0.3812573386374526
S318,A,107,3.2336448598130842,246.4334556396886,1.145,0.11143009766964516,95.9866220735786,12,0.4500984590379145,41.25,5.400186915887851,0.650036713916765
S319,B,71,0.9295774647887324,179.3866998656227,0.225,0.45000000000000007,3.822098679638638,46,62.31244310896652,12.916666666666668,1.4129577464788732,0.3528401744698914
S320,C,62,0.6774193548387096,182.80818366167256,0.012,0.02683281572999747,10.44776119402985,48,69.3307655272027,8.333333333333332,0.9416129032258064,0.3904900057142928
S321,B,12,2.75,234.7049236852599,1.65,0.21213203435596437,66.66666666666666,10,27.77777777777778,0.8333333333333334,4.18,0.5227264988217255
S322,B,64,1.0625,167.5884871555248,0.0,0.0,31.182795698924732,39,41.935483870967744,12.083333333333334,1.615,0.4723737889059913
S323,A,26,1.1153846153846154,178.09935903440558,0.0,0.0,1.6678752719361856,14,52.948067161265136,5.0,1.8626923076923076,0.40747235843145657
S324,B,136,3.1176470588235294,63.80058062677813,1.05,0.21213203435596426,94.3952802359882,18,0.7418011452368558,52.5,4.738823529411765,0.6696917534955353
S325,C,61,1.1967213114754098,159.87715775956957,0.0,0.0,11.776447105788424,37,53.5126468374726,12.083333333333334,1.6634426229508195,0.4251812222853513
S326,C,62,1.3225806451612903,216.8050224166799,0.5800000000000001,0.831865373723417,5.42317173377157,41,62.54274127282847,12.5,1.8383870967741933,0.30896386417067434
S327,B,29,1.206896551724138,122.05480774346607,0.0,0.0,41.7910447761194,14,28.100874935666496,7.083333333333333,1.8344827586206895,0.5137215245161628
S328,B,37,0.8918918918918919,408.37010947374796,1.5499999999999998,0.49497474683058335,39.285714285714285,34,55.79150579150579,1.6666666666666667,1.3556756756756756,0.3692178623986219
S329,A,240,652.1583333333333,18.287921036290808,1.001919699889979,0.023182880034541376,99.47169811320755,5,0.011006289308176102,100.0,1089.1044166666666,0.8083856581332463
S330,B,240,569.3833333333333,118.33063622736213,0.9855901346256867,0.1379714281014405,78.43045438779049,10,0.898731067175396,100.0,865.4626666666667,0.7537784296859662
S331,C,74,0.9459459459459459,115.9256121563136,0.0,0.0,29.545454545454547,36,34.27518427518428,20.833333333333336,1.3148648648648649,0.49675046526241573
S332,A,51,5.980392156862745,315.89545112061876,0.9754166666666666,0.7106144641552594,67.70833333333334,5,3.1658496732026142,19.166666666666668,9.987254901960783,0.5395855062061283
S333,B,124,1.435483870967742,88.04659797646617,0.003074074074074074,0.001671597643910631,9.025506867233487,48,35.21593282558704,40.416666666666664,2.181935483870968,0.4835539889285735
S334,C,72,2.0555555555555554,257.02128100268317,0.4395833333333333,0.5971231898035527,5.831826401446655,67,87.62871709865382,4.166666666666666,2.8572222222222217,0.2805870485431353
S335,B,52,0.9615384615384616,175.91798445554667,0.0,0.0,0.32576010691613766,37,70.92205530854045,7.5,1.4615384615384617,0.3812192786901481
S336,A,47,3.0638297872340425,197.64659724376662,1.33,0.24392621835300934,86.71875,17,4.803856382978724,12.916666666666668,5.1165957446808505,0.5997906318868019
S337,A,30,1.2,88.62508747678729,0.0,0.0,75.0,9,7.5,9.166666666666666,2.004,0.5981297632986462
S338,B,204,147.59313725490196,311.70137114941826,0.9637203275725768,0.3787644719994203,78.30346851095044,10,1.0635554651494885,85.0,224.34156862745098,0.6624251850689159
S339,C,72,0.6111111111111112,80.33221673036502,0.0,0.0,7.678883071553229,30,38.467132053519485,18.333333333333332,0.8494444444444444,0.45916052215305597
S340,B,240,714.275,22.34245516711331,0.9992937072409377,0.04346569164110902,99.08488372093022,7,0.026690891472868218,100.0,1085.6979999999999,0.8072118660363768
S341,A,60,1.05,159.1949074667828,0.0006666666666666666,0.0011547005383792516,3.5515320334261835,39,62.691504178272986,11.25,1.7535,0.40049155641185646
S342,C,40,5.6,84.32171578548966,1.3571428571428572,0.16183471874253738,99.43181818181817,1,0.014204545454545456,16.25,7.783999999999999,0.6336544249731663
S343,C,70,0.4,280.3982674800204,0.0,0.0,0.7328447701532311,62,87.92233748929284,4.583333333333333,0.5559999999999999,0.3459451359079493
S344,B,45,1.2,452.12740673309327,0.305,0.5967411499134276,19.911504424778762,40,71.1897738446411,3.75,1.8239999999999998,0.28160537376972244
S345,C,33,2.6363636363636362,246.88306647818968,1.0055555555555555,0.22005891467042615,74.50980392156863,20,15.448603683897803,5.833333333333333,3.664545454545454,0.5582226178285595
S346,B,240,96.83333333333333,17.86212966787744,1.0162278755318386,0.13205863297640594,90.230675839741,24,0.9769324160259005,100.0,147.18666666666667,0.7176649961947394
S347,C,69,1.1884057971014492,265.02575999810813,1.25,0.0,57.943925233644855,45,27.427874847622917,11.666666666666666,1.6518840579710143,0.5313671010790358
S348,A,199,464.42713567839195,620.9199974394503,1.0592152613075283,0.28925961310172654,54.89590626477329,13,2.9464985857183277,80.83333333333333,775.5933165829146,0.6104275436091843
S349,C,35,1.2,104.63131662318246,0.0,0.0,68.75,15,13.392857142857142,9.583333333333334,1.668,0.5817277303057075
S350,A,75,0.52,203.32278948699303,0.0016666666666666668,0.004714045207910317,2.5952960259529605,58,75.32630440659636,8.333333333333332,0.8684,0.37371908237007617
S351,C,39,1.1282051282051282,41.57158936331709,0.0,0.0,94.87179487179486,2,0.26298487836949375,15.416666666666668,1.5682051282051281,0.6371498523546222
S352,A,240,370.9625,38.95620121369722,1.0015341678818328,0.06958307940745766,98.60022396416574,9,0.05249160134378499,100.0,619.5073749999999,0.7638617321630332
S353,B,40,1.7,96.2429717367994,0.0,0.0,88.13559322033898,7,2.0762711864406778,13.750000000000002,2.584,0.6239995177990256
S354,A,64,0.890625,171.06437706462896,0.0,0.0,2.0085470085470085,47,71.96247329059828,9.583333333333334,1.48734375,0.3832519118430072
S355,C,27,1.1481481481481481,277.22308251115584,0.34285714285714286,0.5855400437691198,2.631578947368421,20,72.12475633528264,2.9166666666666665,1.5959259259259257,0.29509473525711355
S356,C,240,542.9458333333333,65.23812260338285,1.00261364149746,0.07722399090753075,97.51153741742829,9,0.09331734684643923,100.0,754.6947083333333,0.7732908956932544
S357,C,68,3.235294117647059,197.09297189585763,0.9416666666666668,0.34125992049072124,87.86407766990291,17,3.033980582524272,22.5,4.497058823529412,0.6089226167627918
S358,B,15,2.2666666666666666,178.40328217955232,1.6,0.0,82.75862068965517,5,5.747126436781609,4.166666666666666,3.445333333333333,0.5971092331980176
S359,C,48,1.7916666666666667,122.90849461916575,0.0,0.0,37.83783783783784,17,22.015765765765767,13.750000000000002,2.4904166666666665,0.5235032033341117
